route_id,service_id,trip_id,trip_headsign,direction_id,shape_id,wheelchair_accessible,bikes_allowed
61-10527,2020-COMBNXT-Weekday-01,42000930-2020-COMBNXT-Weekday-01,Mawson Loop,1,610148,1,1
73-10527,2020-COMBNXT-Weekday-01,42000931-2020-COMBNXT-Weekday-01,Tuggeranong,1,730059,1,1
61-10527,2020-COMBNXT-Weekday-01,42000932-2020-COMBNXT-Weekday-01,Mawson Loop,1,610148,1,1
73-10527,2020-COMBNXT-Weekday-01,42000933-2020-COMBNXT-Weekday-01,Tuggeranong,1,730059,1,1
61-10527,2020-COMBNXT-Weekday-01,42000934-2020-COMBNXT-Weekday-01,Mawson Loop,1,610148,1,1
73-10527,2020-COMBNXT-Weekday-01,42000935-2020-COMBNXT-Weekday-01,Tuggeranong,1,730059,1,1
60-10527,2020-COMBNXT-Weekday-01,42000936-2020-COMBNXT-Weekday-01,Mawson Loop,0,600101,1,1
61-10527,2020-COMBNXT-Weekday-01,42000937-2020-COMBNXT-Weekday-01,Mawson Loop,1,610148,1,1
73-10527,2020-COMBNXT-Weekday-01,42000938-2020-COMBNXT-Weekday-01,Tuggeranong,1,730059,1,1
60-10527,2020-COMBNXT-Weekday-01,42000939-2020-COMBNXT-Weekday-01,Mawson Loop,0,600101,1,1
64-10527,2020-COMBNXT-Weekday-01,42000940-2020-COMBNXT-Weekday-01,Weston Creek,1,640103,1,1
65-10527,2020-COMBNXT-Weekday-01,42000941-2020-COMBNXT-Weekday-01,Weston Creek,1,650117,1,1
64-10527,2020-COMBNXT-Weekday-01,42000942-2020-COMBNXT-Weekday-01,Weston Creek,1,640103,1,1
65-10527,2020-COMBNXT-Weekday-01,42000943-2020-COMBNXT-Weekday-01,Weston Creek,1,650117,1,1
64-10527,2020-COMBNXT-Weekday-01,42000944-2020-COMBNXT-Weekday-01,Weston Creek,1,640103,1,1
65-10527,2020-COMBNXT-Weekday-01,42000945-2020-COMBNXT-Weekday-01,Weston Creek,1,650117,1,1
64-10527,2020-COMBNXT-Weekday-01,42000946-2020-COMBNXT-Weekday-01,Weston Creek,1,640103,1,1
65-10527,2020-COMBNXT-Weekday-01,42000947-2020-COMBNXT-Weekday-01,Weston Creek,1,650117,1,1
64-10527,2020-COMBNXT-Weekday-01,42000948-2020-COMBNXT-Weekday-01,Weston Creek,1,640103,1,1
65-10527,2020-COMBNXT-Weekday-01,42000949-2020-COMBNXT-Weekday-01,Weston Creek,1,650117,1,1
64-10527,2020-COMBNXT-Weekday-01,42000950-2020-COMBNXT-Weekday-01,Weston Creek,1,640103,1,1
65-10527,2020-COMBNXT-Weekday-01,42000951-2020-COMBNXT-Weekday-01,Weston Creek,1,650117,1,1
64-10527,2020-COMBNXT-Weekday-01,42000952-2020-COMBNXT-Weekday-01,Weston Creek,1,640103,1,1
65-10527,2020-COMBNXT-Weekday-01,42000953-2020-COMBNXT-Weekday-01,Weston Creek,1,650117,1,1
64-10527,2020-COMBNXT-Weekday-01,42000954-2020-COMBNXT-Weekday-01,Weston Creek,1,640103,1,1
65-10527,2020-COMBNXT-Weekday-01,42000955-2020-COMBNXT-Weekday-01,Weston Creek,1,650117,1,1
64-10527,2020-COMBNXT-Weekday-01,42000956-2020-COMBNXT-Weekday-01,Weston Creek,1,640103,1,1
65-10527,2020-COMBNXT-Weekday-01,42000957-2020-COMBNXT-Weekday-01,Weston Creek,1,650117,1,1
64-10527,2020-COMBNXT-Weekday-01,42000958-2020-COMBNXT-Weekday-01,Weston Creek,1,640103,1,1
65-10527,2020-COMBNXT-Weekday-01,42000959-2020-COMBNXT-Weekday-01,Weston Creek,1,650117,1,1
64-10527,2020-COMBNXT-Weekday-01,42000960-2020-COMBNXT-Weekday-01,Weston Creek,1,640103,1,1
64-10527,2020-COMBNXT-Weekday-01,42000961-2020-COMBNXT-Weekday-01,Weston Creek,1,640103,1,1
65-10527,2020-COMBNXT-Weekday-01,42000962-2020-COMBNXT-Weekday-01,Weston Creek,1,650117,1,1
64-10527,2020-COMBNXT-Weekday-01,42000963-2020-COMBNXT-Weekday-01,Weston Creek,1,640103,1,1
65-10527,2020-COMBNXT-Weekday-01,42000964-2020-COMBNXT-Weekday-01,Weston Creek,1,650117,1,1
64-10527,2020-COMBNXT-Weekday-01,42000965-2020-COMBNXT-Weekday-01,Weston Creek,1,640103,1,1
65-10527,2020-COMBNXT-Weekday-01,42000966-2020-COMBNXT-Weekday-01,Weston Creek,1,650117,1,1
64-10527,2020-COMBNXT-Weekday-01,42000967-2020-COMBNXT-Weekday-01,Weston Creek,1,640103,1,1
65-10527,2020-COMBNXT-Weekday-01,42000968-2020-COMBNXT-Weekday-01,Weston Creek,1,650117,1,1
64-10527,2020-COMBNXT-Weekday-01,42000969-2020-COMBNXT-Weekday-01,Weston Creek,1,640103,1,1
64-10527,2020-COMBNXT-Weekday-01,42000970-2020-COMBNXT-Weekday-01,Weston Creek,1,640103,1,1
65-10527,2020-COMBNXT-Weekday-01,42000971-2020-COMBNXT-Weekday-01,Weston Creek,1,650117,1,1
65-10527,2020-COMBNXT-Weekday-01,42000972-2020-COMBNXT-Weekday-01,Weston Creek,1,650117,1,1
65-10527,2020-COMBNXT-Weekday-01,42000973-2020-COMBNXT-Weekday-01,Weston Creek,1,650117,2,0
64-10527,2020-COMBNXT-Weekday-01,42000974-2020-COMBNXT-Weekday-01,Weston Creek,1,640103,2,0
64-10527,2020-COMBNXT-Weekday-01,42000975-2020-COMBNXT-Weekday-01,Weston Creek,1,640103,1,1
65-10527,2020-COMBNXT-Weekday-01,42000976-2020-COMBNXT-Weekday-01,Weston Creek,1,650117,2,0
64-10527,2020-COMBNXT-Weekday-01,42000977-2020-COMBNXT-Weekday-01,Weston Creek,1,640103,1,1
65-10527,2020-COMBNXT-Weekday-01,42000978-2020-COMBNXT-Weekday-01,Weston Creek,1,650117,1,1
64-10527,2020-COMBNXT-Weekday-01,42000979-2020-COMBNXT-Weekday-01,Weston Creek,1,640103,2,0
65-10527,2020-COMBNXT-Weekday-01,42000980-2020-COMBNXT-Weekday-01,Weston Creek,1,650117,1,1
64-10527,2020-COMBNXT-Weekday-01,42000981-2020-COMBNXT-Weekday-01,Weston Creek,1,640103,1,1
65-10527,2020-COMBNXT-Weekday-01,42000982-2020-COMBNXT-Weekday-01,Weston Creek,1,650117,1,1
64-10527,2020-COMBNXT-Weekday-01,42000983-2020-COMBNXT-Weekday-01,Weston Creek,1,640103,1,1
64-10527,2020-COMBNXT-Weekday-01,42000984-2020-COMBNXT-Weekday-01,Weston Creek,1,640103,1,1
65-10527,2020-COMBNXT-Weekday-01,42000985-2020-COMBNXT-Weekday-01,Weston Creek,1,650117,1,1
64-10527,2020-COMBNXT-Weekday-01,42000986-2020-COMBNXT-Weekday-01,Weston Creek,1,640103,1,1
65-10527,2020-COMBNXT-Weekday-01,42000987-2020-COMBNXT-Weekday-01,Weston Creek,1,650117,1,1
64-10527,2020-COMBNXT-Weekday-01,42000988-2020-COMBNXT-Weekday-01,Weston Creek,1,640103,1,1
64-10527,2020-COMBNXT-Weekday-01,42000989-2020-COMBNXT-Weekday-01,Weston Creek,1,640103,1,1
65-10527,2020-COMBNXT-Weekday-01,42000990-2020-COMBNXT-Weekday-01,Weston Creek,1,650117,1,1
63-10527,2020-COMBNXT-Weekday-01,42000991-2020-COMBNXT-Weekday-01,Cooleman Court,1,630124,1,1
66-10527,2020-COMBNXT-Weekday-01,42000992-2020-COMBNXT-Weekday-01,Cooleman Court,1,660214,1,1
63-10527,2020-COMBNXT-Weekday-01,42000993-2020-COMBNXT-Weekday-01,Cooleman Court,1,630124,1,1
66-10527,2020-COMBNXT-Weekday-01,42000994-2020-COMBNXT-Weekday-01,Cooleman Court,1,660214,1,1
63-10527,2020-COMBNXT-Weekday-01,42000995-2020-COMBNXT-Weekday-01,Cooleman Court,1,630124,1,1
63-10527,2020-COMBNXT-Weekday-01,42000996-2020-COMBNXT-Weekday-01,Cooleman Court,1,630124,1,1
66-10527,2020-COMBNXT-Weekday-01,42000997-2020-COMBNXT-Weekday-01,Cooleman Court,1,660214,1,1
63-10527,2020-COMBNXT-Weekday-01,42000998-2020-COMBNXT-Weekday-01,Cooleman Court,1,630124,1,1
63-10527,2020-COMBNXT-Weekday-01,42000999-2020-COMBNXT-Weekday-01,Cooleman Court,1,630124,1,1
66-10527,2020-COMBNXT-Weekday-01,42001000-2020-COMBNXT-Weekday-01,Cooleman Court,1,660214,1,1
63-10527,2020-COMBNXT-Weekday-01,42001001-2020-COMBNXT-Weekday-01,Cooleman Court,1,630124,1,1
66-10527,2020-COMBNXT-Weekday-01,42001002-2020-COMBNXT-Weekday-01,Cooleman Court,1,660214,1,1
63-10527,2020-COMBNXT-Weekday-01,42001003-2020-COMBNXT-Weekday-01,Cooleman Court,1,630186,1,1
63-10527,2020-COMBNXT-Weekday-01,42001004-2020-COMBNXT-Weekday-01,Cooleman Court,1,630124,1,1
66-10527,2020-COMBNXT-Weekday-01,42001005-2020-COMBNXT-Weekday-01,Cooleman Court,1,660214,1,1
66-10527,2020-COMBNXT-Weekday-01,42001006-2020-COMBNXT-Weekday-01,Cooleman Court,1,660214,1,1
63-10527,2020-COMBNXT-Weekday-01,42001007-2020-COMBNXT-Weekday-01,Cooleman Court,1,630124,1,1
66-10527,2020-COMBNXT-Weekday-01,42001008-2020-COMBNXT-Weekday-01,Cooleman Court,1,660214,1,1
63-10527,2020-COMBNXT-Weekday-01,42001009-2020-COMBNXT-Weekday-01,Cooleman Court,1,630124,1,1
66-10527,2020-COMBNXT-Weekday-01,42001010-2020-COMBNXT-Weekday-01,Cooleman Court,1,660214,1,1
63-10527,2020-COMBNXT-Weekday-01,42001011-2020-COMBNXT-Weekday-01,Cooleman Court,1,630124,1,1
66-10527,2020-COMBNXT-Weekday-01,42001012-2020-COMBNXT-Weekday-01,Cooleman Court,1,660214,1,1
66-10527,2020-COMBNXT-Weekday-01,42001013-2020-COMBNXT-Weekday-01,Cooleman Court,1,660214,1,1
63-10527,2020-COMBNXT-Weekday-01,42001014-2020-COMBNXT-Weekday-01,Cooleman Court,1,630124,1,1
63-10527,2020-COMBNXT-Weekday-01,42001015-2020-COMBNXT-Weekday-01,Cooleman Court,1,630124,1,1
63-10527,2020-COMBNXT-Weekday-01,42001016-2020-COMBNXT-Weekday-01,Cooleman Court,1,630124,1,1
66-10527,2020-COMBNXT-Weekday-01,42001017-2020-COMBNXT-Weekday-01,Cooleman Court,1,660214,1,1
63-10527,2020-COMBNXT-Weekday-01,42001018-2020-COMBNXT-Weekday-01,Cooleman Court,1,630124,1,1
63-10527,2020-COMBNXT-Weekday-01,42001019-2020-COMBNXT-Weekday-01,Cooleman Court,1,630124,1,1
66-10527,2020-COMBNXT-Weekday-01,42001020-2020-COMBNXT-Weekday-01,Cooleman Court,1,660214,1,1
63-10527,2020-COMBNXT-Weekday-01,42001021-2020-COMBNXT-Weekday-01,Cooleman Court,1,630124,1,1
66-10527,2020-COMBNXT-Weekday-01,42001022-2020-COMBNXT-Weekday-01,Cooleman Court,1,660214,1,1
63-10527,2020-COMBNXT-Weekday-01,42001023-2020-COMBNXT-Weekday-01,Cooleman Court,1,630186,1,1
66-10527,2020-COMBNXT-Weekday-01,42001024-2020-COMBNXT-Weekday-01,Cooleman Court,1,660214,1,1
66-10527,2020-COMBNXT-Weekday-01,42001025-2020-COMBNXT-Weekday-01,Cooleman Court,1,660214,1,1
63-10527,2020-COMBNXT-Weekday-01,42001026-2020-COMBNXT-Weekday-01,Cooleman Court,1,630124,1,1
66-10527,2020-COMBNXT-Weekday-01,42001027-2020-COMBNXT-Weekday-01,Cooleman Court,1,660214,1,1
63-10527,2020-COMBNXT-Weekday-01,42001028-2020-COMBNXT-Weekday-01,Cooleman Court,1,630124,1,1
66-10527,2020-COMBNXT-Weekday-01,42001029-2020-COMBNXT-Weekday-01,Cooleman Court,1,660214,1,1
66-10527,2020-COMBNXT-Weekday-01,42001030-2020-COMBNXT-Weekday-01,Cooleman Court,1,660214,1,1
66-10527,2020-COMBNXT-Weekday-01,42001031-2020-COMBNXT-Weekday-01,Cooleman Court,1,660214,1,1
63-10527,2020-COMBNXT-Weekday-01,42001032-2020-COMBNXT-Weekday-01,Cooleman Court,1,630124,1,1
63-10527,2020-COMBNXT-Weekday-01,42001033-2020-COMBNXT-Weekday-01,Cooleman Court,1,630124,1,1
66-10527,2020-COMBNXT-Weekday-01,42001034-2020-COMBNXT-Weekday-01,Cooleman Court,1,660214,1,1
63-10527,2020-COMBNXT-Weekday-01,42001035-2020-COMBNXT-Weekday-01,Cooleman Court,1,630124,1,1
66-10527,2020-COMBNXT-Weekday-01,42001036-2020-COMBNXT-Weekday-01,Cooleman Court,1,660214,1,1
63-10527,2020-COMBNXT-Weekday-01,42001037-2020-COMBNXT-Weekday-01,Cooleman Court,1,630124,1,1
66-10527,2020-COMBNXT-Weekday-01,42001038-2020-COMBNXT-Weekday-01,Cooleman Court,1,660214,1,1
66-10527,2020-COMBNXT-Weekday-01,42001039-2020-COMBNXT-Weekday-01,Cooleman Court,1,660214,1,1
66-10527,2020-COMBNXT-Weekday-01,42001040-2020-COMBNXT-Weekday-01,Cooleman Court,1,660214,1,1
66-10527,2020-COMBNXT-Weekday-01,42001041-2020-COMBNXT-Weekday-01,Cooleman Court,1,660214,1,1
63-10527,2020-COMBNXT-Weekday-01,42001042-2020-COMBNXT-Weekday-01,Cooleman Court,1,630124,1,1
66-10527,2020-COMBNXT-Weekday-01,42001043-2020-COMBNXT-Weekday-01,Cooleman Court,1,660214,1,1
66-10527,2020-COMBNXT-Weekday-01,42001044-2020-COMBNXT-Weekday-01,Cooleman Court,1,660214,1,1
63-10527,2020-COMBNXT-Weekday-01,42001045-2020-COMBNXT-Weekday-01,Cooleman Court,1,630124,1,1
66-10527,2020-COMBNXT-Weekday-01,42001046-2020-COMBNXT-Weekday-01,Cooleman Court,1,660214,1,1
63-10527,2020-COMBNXT-Weekday-01,42001047-2020-COMBNXT-Weekday-01,Cooleman Court,1,630124,1,1
66-10527,2020-COMBNXT-Weekday-01,42001048-2020-COMBNXT-Weekday-01,Cooleman Court,1,660214,1,1
63-10527,2020-COMBNXT-Weekday-01,42001049-2020-COMBNXT-Weekday-01,Cooleman Court,1,630124,1,1
66-10527,2020-COMBNXT-Weekday-01,42001050-2020-COMBNXT-Weekday-01,Cooleman Court,1,660214,1,1
63-10527,2020-COMBNXT-Weekday-01,42001051-2020-COMBNXT-Weekday-01,Cooleman Court,1,630124,1,1
66-10527,2020-COMBNXT-Weekday-01,42001052-2020-COMBNXT-Weekday-01,Cooleman Court,1,660214,1,1
71-10527,2020-COMBNXT-Weekday-01,42001060-2020-COMBNXT-Weekday-01,Tuggeranong,1,710117,1,1
70-10527,2020-COMBNXT-Weekday-01,42001061-2020-COMBNXT-Weekday-01,Tuggeranong,1,700092,1,1
71-10527,2020-COMBNXT-Weekday-01,42001062-2020-COMBNXT-Weekday-01,Tuggeranong,1,710117,1,1
70-10527,2020-COMBNXT-Weekday-01,42001063-2020-COMBNXT-Weekday-01,Tuggeranong,1,700092,1,1
71-10527,2020-COMBNXT-Weekday-01,42001064-2020-COMBNXT-Weekday-01,Tuggeranong,1,710117,2,0
70-10527,2020-COMBNXT-Weekday-01,42001065-2020-COMBNXT-Weekday-01,Tuggeranong,1,700092,2,0
71-10527,2020-COMBNXT-Weekday-01,42001066-2020-COMBNXT-Weekday-01,Tuggeranong,1,710117,1,1
70-10527,2020-COMBNXT-Weekday-01,42001067-2020-COMBNXT-Weekday-01,Tuggeranong,1,700092,1,1
71-10527,2020-COMBNXT-Weekday-01,42001068-2020-COMBNXT-Weekday-01,Tuggeranong,1,710117,2,0
902-10527,2020-COMBNXT-Weekday-01,42001069-2020-COMBNXT-Weekday-01,AMC Loop,1,9020085,1,1
70-10527,2020-COMBNXT-Weekday-01,42001070-2020-COMBNXT-Weekday-01,Tuggeranong,1,700092,1,1
71-10527,2020-COMBNXT-Weekday-01,42001071-2020-COMBNXT-Weekday-01,Tuggeranong,1,710117,1,1
71-10527,2020-COMBNXT-Weekday-01,42001072-2020-COMBNXT-Weekday-01,Tuggeranong,1,710117,1,1
70-10527,2020-COMBNXT-Weekday-01,42001073-2020-COMBNXT-Weekday-01,Tuggeranong,1,700092,1,1
71-10527,2020-COMBNXT-Weekday-01,42001074-2020-COMBNXT-Weekday-01,Tuggeranong,1,710117,1,1
902-10527,2020-COMBNXT-Weekday-01,42001075-2020-COMBNXT-Weekday-01,AMC Loop,1,9020084,1,1
70-10527,2020-COMBNXT-Weekday-01,42001076-2020-COMBNXT-Weekday-01,Tuggeranong,1,700092,1,1
71-10527,2020-COMBNXT-Weekday-01,42001077-2020-COMBNXT-Weekday-01,Tuggeranong,1,710117,1,1
70-10527,2020-COMBNXT-Weekday-01,42001078-2020-COMBNXT-Weekday-01,Tuggeranong,1,700092,1,1
71-10527,2020-COMBNXT-Weekday-01,42001079-2020-COMBNXT-Weekday-01,Tuggeranong,1,710117,1,1
71-10527,2020-COMBNXT-Weekday-01,42001080-2020-COMBNXT-Weekday-01,Tuggeranong,1,710117,1,1
902-10527,2020-COMBNXT-Weekday-01,42001081-2020-COMBNXT-Weekday-01,AMC Loop,1,9020084,1,1
70-10527,2020-COMBNXT-Weekday-01,42001082-2020-COMBNXT-Weekday-01,Tuggeranong,1,700092,1,1
71-10527,2020-COMBNXT-Weekday-01,42001083-2020-COMBNXT-Weekday-01,Tuggeranong,1,710117,2,0
70-10527,2020-COMBNXT-Weekday-01,42001084-2020-COMBNXT-Weekday-01,Tuggeranong,1,700092,1,1
71-10527,2020-COMBNXT-Weekday-01,42001085-2020-COMBNXT-Weekday-01,Tuggeranong,1,710117,1,1
70-10527,2020-COMBNXT-Weekday-01,42001086-2020-COMBNXT-Weekday-01,Tuggeranong,1,700092,1,1
71-10527,2020-COMBNXT-Weekday-01,42001087-2020-COMBNXT-Weekday-01,Tuggeranong,1,710117,1,1
71-10527,2020-COMBNXT-Weekday-01,42001088-2020-COMBNXT-Weekday-01,Tuggeranong,1,710117,1,1
70-10527,2020-COMBNXT-Weekday-01,42001089-2020-COMBNXT-Weekday-01,Tuggeranong,1,700092,1,1
71-10527,2020-COMBNXT-Weekday-01,42001090-2020-COMBNXT-Weekday-01,Tuggeranong,1,710117,1,1
70-10527,2020-COMBNXT-Weekday-01,42001091-2020-COMBNXT-Weekday-01,Tuggeranong,1,700092,1,1
71-10527,2020-COMBNXT-Weekday-01,42001092-2020-COMBNXT-Weekday-01,Tuggeranong,1,710117,1,1
70-10527,2020-COMBNXT-Weekday-01,42001093-2020-COMBNXT-Weekday-01,Tuggeranong,1,700092,1,1
71-10527,2020-COMBNXT-Weekday-01,42001094-2020-COMBNXT-Weekday-01,Tuggeranong,1,710117,1,1
70-10527,2020-COMBNXT-Weekday-01,42001095-2020-COMBNXT-Weekday-01,Tuggeranong,1,700092,1,1
71-10527,2020-COMBNXT-Weekday-01,42001096-2020-COMBNXT-Weekday-01,Tuggeranong,1,710117,1,1
70-10527,2020-COMBNXT-Weekday-01,42001097-2020-COMBNXT-Weekday-01,Tuggeranong,1,700092,1,1
71-10527,2020-COMBNXT-Weekday-01,42001098-2020-COMBNXT-Weekday-01,Tuggeranong,1,710117,1,1
70-10527,2020-COMBNXT-Weekday-01,42001099-2020-COMBNXT-Weekday-01,Tuggeranong,1,700092,1,1
71-10527,2020-COMBNXT-Weekday-01,42001100-2020-COMBNXT-Weekday-01,Tuggeranong,1,710117,1,1
70-10527,2020-COMBNXT-Weekday-01,42001101-2020-COMBNXT-Weekday-01,Tuggeranong,1,700092,1,1
70-10527,2020-COMBNXT-Weekday-01,42001102-2020-COMBNXT-Weekday-01,Tuggeranong,1,700092,2,0
71-10527,2020-COMBNXT-Weekday-01,42001103-2020-COMBNXT-Weekday-01,Tuggeranong,1,710117,1,1
70-10527,2020-COMBNXT-Weekday-01,42001104-2020-COMBNXT-Weekday-01,Tuggeranong,1,700092,2,0
71-10527,2020-COMBNXT-Weekday-01,42001105-2020-COMBNXT-Weekday-01,Tuggeranong,1,710117,2,0
70-10527,2020-COMBNXT-Weekday-01,42001106-2020-COMBNXT-Weekday-01,Tuggeranong,1,700092,1,1
902-10527,2020-COMBNXT-Weekday-01,42001107-2020-COMBNXT-Weekday-01,AMC Loop,1,9020084,1,1
71-10527,2020-COMBNXT-Weekday-01,42001108-2020-COMBNXT-Weekday-01,Tuggeranong,1,710117,2,0
70-10527,2020-COMBNXT-Weekday-01,42001109-2020-COMBNXT-Weekday-01,Tuggeranong,1,700092,1,1
71-10527,2020-COMBNXT-Weekday-01,42001110-2020-COMBNXT-Weekday-01,Tuggeranong,1,710117,1,1
70-10527,2020-COMBNXT-Weekday-01,42001111-2020-COMBNXT-Weekday-01,Tuggeranong,1,700092,1,1
70-10527,2020-COMBNXT-Weekday-01,42001112-2020-COMBNXT-Weekday-01,Tuggeranong,1,700092,1,1
902-10527,2020-COMBNXT-Weekday-01,42001113-2020-COMBNXT-Weekday-01,AMC Loop,1,9020085,1,1
71-10527,2020-COMBNXT-Weekday-01,42001114-2020-COMBNXT-Weekday-01,Tuggeranong,1,710117,1,1
70-10527,2020-COMBNXT-Weekday-01,42001115-2020-COMBNXT-Weekday-01,Tuggeranong,1,700092,1,1
71-10527,2020-COMBNXT-Weekday-01,42001116-2020-COMBNXT-Weekday-01,Tuggeranong,1,710117,1,1
70-10527,2020-COMBNXT-Weekday-01,42001117-2020-COMBNXT-Weekday-01,Tuggeranong,1,700092,1,1
70-10527,2020-COMBNXT-Weekday-01,42001118-2020-COMBNXT-Weekday-01,Tuggeranong,1,700092,1,1
71-10527,2020-COMBNXT-Weekday-01,42001119-2020-COMBNXT-Weekday-01,Tuggeranong,1,710117,1,1
70-10527,2020-COMBNXT-Weekday-01,42001120-2020-COMBNXT-Weekday-01,Tuggeranong,1,700092,1,1
71-10527,2020-COMBNXT-Weekday-01,42001121-2020-COMBNXT-Weekday-01,Tuggeranong,1,710117,1,1
70-10527,2020-COMBNXT-Weekday-01,42001122-2020-COMBNXT-Weekday-01,Tuggeranong,1,700092,1,1
71-10527,2020-COMBNXT-Weekday-01,42001123-2020-COMBNXT-Weekday-01,Tuggeranong,1,710117,1,1
70-10527,2020-COMBNXT-Weekday-01,42001124-2020-COMBNXT-Weekday-01,Tuggeranong,1,700092,1,1
71-10527,2020-COMBNXT-Weekday-01,42001125-2020-COMBNXT-Weekday-01,Tuggeranong,1,710117,1,1
70-10527,2020-COMBNXT-Weekday-01,42001126-2020-COMBNXT-Weekday-01,Tuggeranong,1,700092,1,1
71-10527,2020-COMBNXT-Weekday-01,42001127-2020-COMBNXT-Weekday-01,Tuggeranong,1,710117,1,1
5-10527,2020-COMBNXT-Weekday-01,42001128-2020-COMBNXT-Weekday-01,Lanyon,0,50249,1,1
2-10527,2020-COMBNXT-Weekday-01,42001129-2020-COMBNXT-Weekday-01,Fraser,1,20288,1,1
2-10527,2020-COMBNXT-Weekday-01,42001130-2020-COMBNXT-Weekday-01,Fraser,1,20288,1,1
3-10527,2020-COMBNXT-Weekday-01,42001131-2020-COMBNXT-Weekday-01,Spence,1,30279,1,1
5-10527,2020-COMBNXT-Weekday-01,42001132-2020-COMBNXT-Weekday-01,Lanyon,0,50298,1,1
6-10527,2020-COMBNXT-Weekday-01,42001133-2020-COMBNXT-Weekday-01,Woden,0,60451,1,1
7-10527,2020-COMBNXT-Weekday-01,42001134-2020-COMBNXT-Weekday-01,City West,0,70243,1,1
7-10527,2020-COMBNXT-Weekday-01,42001135-2020-COMBNXT-Weekday-01,Weston Creek,1,70311,1,1
7-10527,2020-COMBNXT-Weekday-01,42001136-2020-COMBNXT-Weekday-01,Weston Creek,1,70311,1,1
7-10527,2020-COMBNXT-Weekday-01,42001137-2020-COMBNXT-Weekday-01,Weston Creek,1,70311,1,1
7-10527,2020-COMBNXT-Weekday-01,42001138-2020-COMBNXT-Weekday-01,Weston Creek,1,70311,1,1
10-10527,2020-COMBNXT-Weekday-01,42001139-2020-COMBNXT-Weekday-01,City West,0,100201,1,1
10-10527,2020-COMBNXT-Weekday-01,42001140-2020-COMBNXT-Weekday-01,City West,0,100201,1,1
10-10527,2020-COMBNXT-Weekday-01,42001141-2020-COMBNXT-Weekday-01,Denman Prospect,1,100178,1,1
56-10527,2020-COMBNXT-Weekday-01,42001142-2020-COMBNXT-Weekday-01,City,0,560228,1,1
57-10527,2020-COMBNXT-Weekday-01,42001143-2020-COMBNXT-Weekday-01,City,0,570318,1,1
58-10527,2020-COMBNXT-Weekday-01,42001144-2020-COMBNXT-Weekday-01,City,0,580297,1,1
59-10527,2020-COMBNXT-Weekday-01,42001145-2020-COMBNXT-Weekday-01,City West,1,590149,1,1
61-10527,2020-COMBNXT-Weekday-01,42001146-2020-COMBNXT-Weekday-01,Mawson Loop,1,610148,1,1
62-10527,2020-COMBNXT-Weekday-01,42001147-2020-COMBNXT-Weekday-01,Torrens Loop,1,620084,1,1
63-10527,2020-COMBNXT-Weekday-01,42001148-2020-COMBNXT-Weekday-01,Woden,0,630125,1,1
63-10527,2020-COMBNXT-Weekday-01,42001149-2020-COMBNXT-Weekday-01,Cooleman Court,1,630124,1,1
64-10527,2020-COMBNXT-Weekday-01,42001150-2020-COMBNXT-Weekday-01,Weston Creek,1,640103,1,1
64-10527,2020-COMBNXT-Weekday-01,42001151-2020-COMBNXT-Weekday-01,Woden,0,640105,1,1
65-10527,2020-COMBNXT-Weekday-01,42001152-2020-COMBNXT-Weekday-01,Weston Creek,1,650117,1,1
66-10527,2020-COMBNXT-Weekday-01,42001153-2020-COMBNXT-Weekday-01,Cooleman Court,1,660214,1,1
74-10527,2020-COMBNXT-Weekday-01,42001154-2020-COMBNXT-Weekday-01,Chisholm Loop,0,740057,1,1
78-10527,2020-COMBNXT-Weekday-01,42001155-2020-COMBNXT-Weekday-01,Richardson Loop,1,780083,1,1
78-10527,2020-COMBNXT-Weekday-01,42001156-2020-COMBNXT-Weekday-01,Tuggeranong,0,780086,1,1
80-10527,2020-COMBNXT-Weekday-01,42001157-2020-COMBNXT-Weekday-01,Lanyon,1,800191,1,1
81-10527,2020-COMBNXT-Weekday-01,42001158-2020-COMBNXT-Weekday-01,Lanyon,1,810070,1,1
4-10527,2020-COMBNXT-Weekday-01,42001159-2020-COMBNXT-Weekday-01,Tuggeranong,0,40404,1,0
6-10527,2020-COMBNXT-Weekday-01,42001160-2020-COMBNXT-Weekday-01,Woden,0,60451,1,1
10-10527,2020-COMBNXT-Weekday-01,42001161-2020-COMBNXT-Weekday-01,City West,0,100201,1,1
10-10527,2020-COMBNXT-Weekday-01,42001162-2020-COMBNXT-Weekday-01,City West,0,100201,1,1
31-10527,2020-COMBNXT-Weekday-01,42001163-2020-COMBNXT-Weekday-01,City,0,310249,1,1
32-10527,2020-COMBNXT-Weekday-01,42001164-2020-COMBNXT-Weekday-01,Belconnen,1,320047,1,1
32-10527,2020-COMBNXT-Weekday-01,42001165-2020-COMBNXT-Weekday-01,Belconnen,1,320047,1,1
51-10527,2020-COMBNXT-Weekday-01,42001166-2020-COMBNXT-Weekday-01,Dickson,1,510231,1,1
51-10527,2020-COMBNXT-Weekday-01,42001167-2020-COMBNXT-Weekday-01,Dickson,1,510231,1,1
51-10527,2020-COMBNXT-Weekday-01,42001168-2020-COMBNXT-Weekday-01,Dickson,1,510231,1,1
55-10527,2020-COMBNXT-Weekday-01,42001169-2020-COMBNXT-Weekday-01,Duntroon Loop,1,550150,1,1
56-10527,2020-COMBNXT-Weekday-01,42001170-2020-COMBNXT-Weekday-01,Fyshwick,1,560242,1,1
56-10527,2020-COMBNXT-Weekday-01,42001171-2020-COMBNXT-Weekday-01,City,0,560228,1,1
