route_id,service_id,trip_id,trip_headsign,direction_id,shape_id,wheelchair_accessible,bikes_allowed
3-10527,2020-COMBNXT-Weekday-01,41998886-2020-COMBNXT-Weekday-01,Spence,1,30279,1,1
3-10527,2020-COMBNXT-Weekday-01,41998887-2020-COMBNXT-Weekday-01,Spence,1,30279,1,1
3-10527,2020-COMBNXT-Weekday-01,41998888-2020-COMBNXT-Weekday-01,Spence,1,30279,1,1
3-10527,2020-COMBNXT-Weekday-01,41998889-2020-COMBNXT-Weekday-01,Spence,1,30279,1,1
3-10527,2020-COMBNXT-Weekday-01,41998890-2020-COMBNXT-Weekday-01,Spence,1,30279,1,1
3-10527,2020-COMBNXT-Weekday-01,41998891-2020-COMBNXT-Weekday-01,Spence,1,30279,1,1
3-10527,2020-COMBNXT-Weekday-01,41998892-2020-COMBNXT-Weekday-01,Spence,1,30279,1,1
3-10527,2020-COMBNXT-Weekday-01,41998893-2020-COMBNXT-Weekday-01,Spence,1,30279,1,1
3-10527,2020-COMBNXT-Weekday-01,41998894-2020-COMBNXT-Weekday-01,Spence,1,30279,1,1
3-10527,2020-COMBNXT-Weekday-01,41998895-2020-COMBNXT-Weekday-01,Spence,1,30279,1,1
3-10527,2020-COMBNXT-Weekday-01,41998896-2020-COMBNXT-Weekday-01,Spence,1,30279,1,1
3-10527,2020-COMBNXT-Weekday-01,41998897-2020-COMBNXT-Weekday-01,Spence,1,30279,1,1
3-10527,2020-COMBNXT-Weekday-01,41998898-2020-COMBNXT-Weekday-01,Spence,1,30279,1,1
3-10527,2020-COMBNXT-Weekday-01,41998899-2020-COMBNXT-Weekday-01,Spence,1,30279,1,1
3-10527,2020-COMBNXT-Weekday-01,41998900-2020-COMBNXT-Weekday-01,Spence,1,30279,1,1
3-10527,2020-COMBNXT-Weekday-01,41998901-2020-COMBNXT-Weekday-01,Spence,1,30279,1,1
3-10527,2020-COMBNXT-Weekday-01,41998902-2020-COMBNXT-Weekday-01,Spence,1,30279,1,1
3-10527,2020-COMBNXT-Weekday-01,41998903-2020-COMBNXT-Weekday-01,Spence,1,30279,1,1
3-10527,2020-COMBNXT-Weekday-01,41998904-2020-COMBNXT-Weekday-01,Spence,1,30279,1,1
3-10527,2020-COMBNXT-Weekday-01,41998905-2020-COMBNXT-Weekday-01,Spence,1,30279,1,1
58-10527,2020-COMBNXT-Weekday-01,41998906-2020-COMBNXT-Weekday-01,Woden,1,580305,1,1
5-10527,2020-COMBNXT-Weekday-01,41998907-2020-COMBNXT-Weekday-01,Lanyon,0,50248,1,1
58-10527,2020-COMBNXT-Weekday-01,41998911-2020-COMBNXT-Weekday-01,City,0,580257,1,1
25-10527,2020-COMBNXT-Weekday-01,41998916-2020-COMBNXT-Weekday-01,Taylor Loop,1,250154,1,1
24-10527,2020-COMBNXT-Weekday-01,41998917-2020-COMBNXT-Weekday-01,Gungahlin Place,1,240145,1,1
24-10527,2020-COMBNXT-Weekday-01,41998918-2020-COMBNXT-Weekday-01,Gungahlin Place,1,240145,1,1
24-10527,2020-COMBNXT-Weekday-01,41998919-2020-COMBNXT-Weekday-01,Gungahlin Place,1,240145,1,1
23-10527,2020-COMBNXT-Weekday-01,41998920-2020-COMBNXT-Weekday-01,Gungahlin Place,0,230129,1,1
901-10527,2020-COMBNXT-Weekday-01,41998921-2020-COMBNXT-Weekday-01,Bruce Shuttle,0,9010015,1,1
23-10527,2020-COMBNXT-Weekday-01,41998922-2020-COMBNXT-Weekday-01,Gungahlin Place,0,230129,1,1
24-10527,2020-COMBNXT-Weekday-01,41998923-2020-COMBNXT-Weekday-01,Gungahlin Place,1,240145,1,1
23-10527,2020-COMBNXT-Weekday-01,41998924-2020-COMBNXT-Weekday-01,Gungahlin Place,0,230129,1,1
24-10527,2020-COMBNXT-Weekday-01,41998925-2020-COMBNXT-Weekday-01,Gungahlin Place,1,240145,1,1
24-10527,2020-COMBNXT-Weekday-01,41998926-2020-COMBNXT-Weekday-01,Gungahlin Place,1,240145,1,1
32-10527,2020-COMBNXT-Weekday-01,41998927-2020-COMBNXT-Weekday-01,City,0,320048,1,1
32-10527,2020-COMBNXT-Weekday-01,41998928-2020-COMBNXT-Weekday-01,City,0,320048,1,1
32-10527,2020-COMBNXT-Weekday-01,41998929-2020-COMBNXT-Weekday-01,City,0,320048,1,1
31-10527,2020-COMBNXT-Weekday-01,41998930-2020-COMBNXT-Weekday-01,City,0,310249,1,1
31-10527,2020-COMBNXT-Weekday-01,41998931-2020-COMBNXT-Weekday-01,City,0,310257,1,1
32-10527,2020-COMBNXT-Weekday-01,41998932-2020-COMBNXT-Weekday-01,City,0,320048,1,1
43-10527,2020-COMBNXT-Weekday-01,41998933-2020-COMBNXT-Weekday-01,Spence,1,430157,1,1
32-10527,2020-COMBNXT-Weekday-01,41998934-2020-COMBNXT-Weekday-01,City,0,320048,1,1
30-10527,2020-COMBNXT-Weekday-01,41998935-2020-COMBNXT-Weekday-01,Dickson,0,300226,1,1
32-10527,2020-COMBNXT-Weekday-01,41998936-2020-COMBNXT-Weekday-01,City,0,320048,2,0
32-10527,2020-COMBNXT-Weekday-01,41998937-2020-COMBNXT-Weekday-01,City,0,320048,1,1
30-10527,2020-COMBNXT-Weekday-01,41998938-2020-COMBNXT-Weekday-01,Dickson,0,300226,1,1
32-10527,2020-COMBNXT-Weekday-01,41998939-2020-COMBNXT-Weekday-01,City,0,320048,1,1
31-10527,2020-COMBNXT-Weekday-01,41998940-2020-COMBNXT-Weekday-01,City,0,310249,1,1
30-10527,2020-COMBNXT-Weekday-01,41998941-2020-COMBNXT-Weekday-01,Dickson,0,300226,1,1
43-10527,2020-COMBNXT-Weekday-01,41998942-2020-COMBNXT-Weekday-01,Spence,1,430157,1,1
32-10527,2020-COMBNXT-Weekday-01,41998943-2020-COMBNXT-Weekday-01,City,0,320048,1,1
31-10527,2020-COMBNXT-Weekday-01,41998944-2020-COMBNXT-Weekday-01,City,0,310249,1,1
30-10527,2020-COMBNXT-Weekday-01,41998945-2020-COMBNXT-Weekday-01,Dickson,0,300226,1,1
31-10527,2020-COMBNXT-Weekday-01,41998946-2020-COMBNXT-Weekday-01,City,0,310249,1,1
30-10527,2020-COMBNXT-Weekday-01,41998947-2020-COMBNXT-Weekday-01,Dickson,0,300226,1,1
31-10527,2020-COMBNXT-Weekday-01,41998948-2020-COMBNXT-Weekday-01,City,0,310249,1,1
32-10527,2020-COMBNXT-Weekday-01,41998950-2020-COMBNXT-Weekday-01,City,0,320048,1,1
31-10527,2020-COMBNXT-Weekday-01,41998951-2020-COMBNXT-Weekday-01,City,0,310249,1,1
43-10527,2020-COMBNXT-Weekday-01,41998952-2020-COMBNXT-Weekday-01,Spence,1,430157,1,1
32-10527,2020-COMBNXT-Weekday-01,41998953-2020-COMBNXT-Weekday-01,City,0,320048,1,1
30-10527,2020-COMBNXT-Weekday-01,41998954-2020-COMBNXT-Weekday-01,Dickson,0,300226,1,1
30-10527,2020-COMBNXT-Weekday-01,41998955-2020-COMBNXT-Weekday-01,Dickson,0,300226,1,1
32-10527,2020-COMBNXT-Weekday-01,41998956-2020-COMBNXT-Weekday-01,City,0,320048,1,1
30-10527,2020-COMBNXT-Weekday-01,41998957-2020-COMBNXT-Weekday-01,Dickson,0,300226,1,1
43-10527,2020-COMBNXT-Weekday-01,41998958-2020-COMBNXT-Weekday-01,Spence,1,430157,1,1
31-10527,2020-COMBNXT-Weekday-01,41998959-2020-COMBNXT-Weekday-01,City,0,310249,1,1
31-10527,2020-COMBNXT-Weekday-01,41998960-2020-COMBNXT-Weekday-01,City,0,310249,1,1
32-10527,2020-COMBNXT-Weekday-01,41998961-2020-COMBNXT-Weekday-01,City,0,320048,1,1
43-10527,2020-COMBNXT-Weekday-01,41998962-2020-COMBNXT-Weekday-01,Spence,1,430157,1,1
31-10527,2020-COMBNXT-Weekday-01,41998963-2020-COMBNXT-Weekday-01,City,0,310249,1,1
43-10527,2020-COMBNXT-Weekday-01,41998964-2020-COMBNXT-Weekday-01,Spence,1,430157,1,1
32-10527,2020-COMBNXT-Weekday-01,41998965-2020-COMBNXT-Weekday-01,City,0,320048,1,1
31-10527,2020-COMBNXT-Weekday-01,41998966-2020-COMBNXT-Weekday-01,City,0,310249,1,1
30-10527,2020-COMBNXT-Weekday-01,41998967-2020-COMBNXT-Weekday-01,Dickson,0,300226,1,1
32-10527,2020-COMBNXT-Weekday-01,41998968-2020-COMBNXT-Weekday-01,City,0,320048,1,1
31-10527,2020-COMBNXT-Weekday-01,41998969-2020-COMBNXT-Weekday-01,City,0,310249,1,1
31-10527,2020-COMBNXT-Weekday-01,41998970-2020-COMBNXT-Weekday-01,City,0,310249,1,1
32-10527,2020-COMBNXT-Weekday-01,41998971-2020-COMBNXT-Weekday-01,City,0,320048,1,1
30-10527,2020-COMBNXT-Weekday-01,41998972-2020-COMBNXT-Weekday-01,Dickson,0,300226,1,1
32-10527,2020-COMBNXT-Weekday-01,41998973-2020-COMBNXT-Weekday-01,City,0,320048,1,1
32-10527,2020-COMBNXT-Weekday-01,41998974-2020-COMBNXT-Weekday-01,City,0,320048,1,1
4-10527,2020-COMBNXT-Weekday-01,41998975-2020-COMBNXT-Weekday-01,Tuggeranong,0,40404,1,1
4-10527,2020-COMBNXT-Weekday-01,41998976-2020-COMBNXT-Weekday-01,Tuggeranong,0,40404,1,1
9-10527,2020-COMBNXT-Weekday-01,41998977-2020-COMBNXT-Weekday-01,Watson,0,90180,1,1
8-10527,2020-COMBNXT-Weekday-01,41998978-2020-COMBNXT-Weekday-01,Gungahlin Place,1,80244,1,1
4-10527,2020-COMBNXT-Weekday-01,41998979-2020-COMBNXT-Weekday-01,Tuggeranong,0,40404,1,1
4-10527,2020-COMBNXT-Weekday-01,41998980-2020-COMBNXT-Weekday-01,Tuggeranong,0,40404,1,0
8-10527,2020-COMBNXT-Weekday-01,41998981-2020-COMBNXT-Weekday-01,Gungahlin Place,1,80244,1,1
4-10527,2020-COMBNXT-Weekday-01,41998982-2020-COMBNXT-Weekday-01,Tuggeranong,0,40404,1,1
4-10527,2020-COMBNXT-Weekday-01,41998983-2020-COMBNXT-Weekday-01,Tuggeranong,0,40404,1,0
4-10527,2020-COMBNXT-Weekday-01,41998984-2020-COMBNXT-Weekday-01,Tuggeranong,0,40404,1,0
9-10527,2020-COMBNXT-Weekday-01,41998985-2020-COMBNXT-Weekday-01,Watson,0,90180,1,1
4-10527,2020-COMBNXT-Weekday-01,41998986-2020-COMBNXT-Weekday-01,Tuggeranong,0,40404,1,0
4-10527,2020-COMBNXT-Weekday-01,41998987-2020-COMBNXT-Weekday-01,Tuggeranong,0,40404,1,1
4-10527,2020-COMBNXT-Weekday-01,41998988-2020-COMBNXT-Weekday-01,Tuggeranong,0,40404,1,0
4-10527,2020-COMBNXT-Weekday-01,41998989-2020-COMBNXT-Weekday-01,Tuggeranong,0,40404,1,1
4-10527,2020-COMBNXT-Weekday-01,41998990-2020-COMBNXT-Weekday-01,Tuggeranong,0,40404,1,1
4-10527,2020-COMBNXT-Weekday-01,41998991-2020-COMBNXT-Weekday-01,Tuggeranong,0,40404,1,1
4-10527,2020-COMBNXT-Weekday-01,41998992-2020-COMBNXT-Weekday-01,Tuggeranong,0,40404,1,0
4-10527,2020-COMBNXT-Weekday-01,41998993-2020-COMBNXT-Weekday-01,Tuggeranong,0,40404,1,1
4-10527,2020-COMBNXT-Weekday-01,41998995-2020-COMBNXT-Weekday-01,Tuggeranong,0,40404,1,0
4-10527,2020-COMBNXT-Weekday-01,41998996-2020-COMBNXT-Weekday-01,Tuggeranong,0,40404,1,1
9-10527,2020-COMBNXT-Weekday-01,41998997-2020-COMBNXT-Weekday-01,Watson,0,90180,1,1
4-10527,2020-COMBNXT-Weekday-01,41998998-2020-COMBNXT-Weekday-01,Tuggeranong,0,40404,1,0
4-10527,2020-COMBNXT-Weekday-01,41998999-2020-COMBNXT-Weekday-01,Tuggeranong,0,40404,1,1
9-10527,2020-COMBNXT-Weekday-01,41999000-2020-COMBNXT-Weekday-01,Watson,0,90180,1,1
9-10527,2020-COMBNXT-Weekday-01,41999001-2020-COMBNXT-Weekday-01,Watson,0,90180,1,1
4-10527,2020-COMBNXT-Weekday-01,41999002-2020-COMBNXT-Weekday-01,Tuggeranong,0,40404,1,1
9-10527,2020-COMBNXT-Weekday-01,41999003-2020-COMBNXT-Weekday-01,Watson,0,90180,1,1
4-10527,2020-COMBNXT-Weekday-01,41999004-2020-COMBNXT-Weekday-01,Tuggeranong,0,40404,1,1
4-10527,2020-COMBNXT-Weekday-01,41999005-2020-COMBNXT-Weekday-01,Tuggeranong,0,40404,1,1
9-10527,2020-COMBNXT-Weekday-01,41999007-2020-COMBNXT-Weekday-01,Watson,0,90180,1,1
4-10527,2020-COMBNXT-Weekday-01,41999008-2020-COMBNXT-Weekday-01,Tuggeranong,0,40404,1,1
9-10527,2020-COMBNXT-Weekday-01,41999009-2020-COMBNXT-Weekday-01,Watson,0,90180,1,1
8-10527,2020-COMBNXT-Weekday-01,41999010-2020-COMBNXT-Weekday-01,Gungahlin Place,1,80244,1,1
4-10527,2020-COMBNXT-Weekday-01,41999011-2020-COMBNXT-Weekday-01,Tuggeranong,0,40404,1,1
4-10527,2020-COMBNXT-Weekday-01,41999012-2020-COMBNXT-Weekday-01,Tuggeranong,0,40404,1,1
9-10527,2020-COMBNXT-Weekday-01,41999013-2020-COMBNXT-Weekday-01,Watson,0,90180,1,1
4-10527,2020-COMBNXT-Weekday-01,41999014-2020-COMBNXT-Weekday-01,Tuggeranong,0,40404,1,1
9-10527,2020-COMBNXT-Weekday-01,41999015-2020-COMBNXT-Weekday-01,Watson,0,90180,1,1
8-10527,2020-COMBNXT-Weekday-01,41999016-2020-COMBNXT-Weekday-01,Gungahlin Place,1,80244,1,1
4-10527,2020-COMBNXT-Weekday-01,41999017-2020-COMBNXT-Weekday-01,Tuggeranong,0,40404,1,1
4-10527,2020-COMBNXT-Weekday-01,41999018-2020-COMBNXT-Weekday-01,Tuggeranong,0,40404,1,1
4-10527,2020-COMBNXT-Weekday-01,41999019-2020-COMBNXT-Weekday-01,Tuggeranong,0,40404,1,1
9-10527,2020-COMBNXT-Weekday-01,41999020-2020-COMBNXT-Weekday-01,Watson,0,90180,1,1
4-10527,2020-COMBNXT-Weekday-01,41999021-2020-COMBNXT-Weekday-01,Tuggeranong,0,40404,1,1
4-10527,2020-COMBNXT-Weekday-01,41999022-2020-COMBNXT-Weekday-01,Tuggeranong,0,40404,1,0
4-10527,2020-COMBNXT-Weekday-01,41999023-2020-COMBNXT-Weekday-01,Tuggeranong,0,40404,1,0
9-10527,2020-COMBNXT-Weekday-01,41999024-2020-COMBNXT-Weekday-01,Watson,0,90180,1,1
4-10527,2020-COMBNXT-Weekday-01,41999025-2020-COMBNXT-Weekday-01,Tuggeranong,0,40404,1,1
9-10527,2020-COMBNXT-Weekday-01,41999026-2020-COMBNXT-Weekday-01,Watson,0,90180,1,1
4-10527,2020-COMBNXT-Weekday-01,41999027-2020-COMBNXT-Weekday-01,Tuggeranong,0,40404,1,0
4-10527,2020-COMBNXT-Weekday-01,41999028-2020-COMBNXT-Weekday-01,Tuggeranong,0,40404,1,0
4-10527,2020-COMBNXT-Weekday-01,41999029-2020-COMBNXT-Weekday-01,Tuggeranong,0,40404,1,1
4-10527,2020-COMBNXT-Weekday-01,41999030-2020-COMBNXT-Weekday-01,Tuggeranong,0,40404,1,1
4-10527,2020-COMBNXT-Weekday-01,41999031-2020-COMBNXT-Weekday-01,Tuggeranong,0,40404,1,1
4-10527,2020-COMBNXT-Weekday-01,41999032-2020-COMBNXT-Weekday-01,Tuggeranong,0,40404,1,0
4-10527,2020-COMBNXT-Weekday-01,41999033-2020-COMBNXT-Weekday-01,Tuggeranong,0,40404,1,1
4-10527,2020-COMBNXT-Weekday-01,41999034-2020-COMBNXT-Weekday-01,Tuggeranong,0,40404,1,0
4-10527,2020-COMBNXT-Weekday-01,41999035-2020-COMBNXT-Weekday-01,Tuggeranong,0,40404,1,1
8-10527,2020-COMBNXT-Weekday-01,41999036-2020-COMBNXT-Weekday-01,Gungahlin Place,1,80244,1,1
4-10527,2020-COMBNXT-Weekday-01,41999037-2020-COMBNXT-Weekday-01,Tuggeranong,0,40404,1,0
4-10527,2020-COMBNXT-Weekday-01,41999038-2020-COMBNXT-Weekday-01,Tuggeranong,0,40404,1,1
4-10527,2020-COMBNXT-Weekday-01,41999039-2020-COMBNXT-Weekday-01,Tuggeranong,0,40404,1,1
4-10527,2020-COMBNXT-Weekday-01,41999040-2020-COMBNXT-Weekday-01,Tuggeranong,0,40404,1,0
8-10527,2020-COMBNXT-Weekday-01,41999041-2020-COMBNXT-Weekday-01,Gungahlin Place,1,80244,1,1
4-10527,2020-COMBNXT-Weekday-01,41999042-2020-COMBNXT-Weekday-01,Tuggeranong,0,40404,1,1
4-10527,2020-COMBNXT-Weekday-01,41999043-2020-COMBNXT-Weekday-01,Tuggeranong,0,40404,1,0
9-10527,2020-COMBNXT-Weekday-01,41999044-2020-COMBNXT-Weekday-01,Watson,0,90180,1,1
4-10527,2020-COMBNXT-Weekday-01,41999045-2020-COMBNXT-Weekday-01,Tuggeranong,0,40404,1,0
4-10527,2020-COMBNXT-Weekday-01,41999046-2020-COMBNXT-Weekday-01,Tuggeranong,0,40404,1,0
4-10527,2020-COMBNXT-Weekday-01,41999047-2020-COMBNXT-Weekday-01,Tuggeranong,0,40404,1,1
8-10527,2020-COMBNXT-Weekday-01,41999048-2020-COMBNXT-Weekday-01,Gungahlin Place,1,80244,1,1
4-10527,2020-COMBNXT-Weekday-01,41999049-2020-COMBNXT-Weekday-01,Tuggeranong,0,40404,1,1
4-10527,2020-COMBNXT-Weekday-01,41999050-2020-COMBNXT-Weekday-01,Tuggeranong,0,40404,1,1
4-10527,2020-COMBNXT-Weekday-01,41999051-2020-COMBNXT-Weekday-01,Tuggeranong,0,40404,1,1
4-10527,2020-COMBNXT-Weekday-01,41999052-2020-COMBNXT-Weekday-01,Tuggeranong,0,40404,1,0
4-10527,2020-COMBNXT-Weekday-01,41999053-2020-COMBNXT-Weekday-01,Tuggeranong,0,40404,1,1
4-10527,2020-COMBNXT-Weekday-01,41999054-2020-COMBNXT-Weekday-01,Tuggeranong,0,40404,1,0
9-10527,2020-COMBNXT-Weekday-01,41999055-2020-COMBNXT-Weekday-01,Watson,0,90180,1,1
4-10527,2020-COMBNXT-Weekday-01,41999056-2020-COMBNXT-Weekday-01,Tuggeranong,0,40404,1,1
4-10527,2020-COMBNXT-Weekday-01,41999057-2020-COMBNXT-Weekday-01,Tuggeranong,0,40404,1,1
9-10527,2020-COMBNXT-Weekday-01,41999058-2020-COMBNXT-Weekday-01,Watson,0,90180,1,1
4-10527,2020-COMBNXT-Weekday-01,41999059-2020-COMBNXT-Weekday-01,Tuggeranong,0,40404,1,1
4-10527,2020-COMBNXT-Weekday-01,41999060-2020-COMBNXT-Weekday-01,Tuggeranong,0,40404,1,1
4-10527,2020-COMBNXT-Weekday-01,41999061-2020-COMBNXT-Weekday-01,Tuggeranong,0,40404,1,1
9-10527,2020-COMBNXT-Weekday-01,41999062-2020-COMBNXT-Weekday-01,Watson,0,90180,1,1
4-10527,2020-COMBNXT-Weekday-01,41999063-2020-COMBNXT-Weekday-01,Tuggeranong,0,40404,1,1
4-10527,2020-COMBNXT-Weekday-01,41999064-2020-COMBNXT-Weekday-01,Tuggeranong,0,40404,1,1
4-10527,2020-COMBNXT-Weekday-01,41999065-2020-COMBNXT-Weekday-01,Tuggeranong,0,40404,1,1
8-10527,2020-COMBNXT-Weekday-01,41999066-2020-COMBNXT-Weekday-01,Gungahlin Place,1,80244,1,1
4-10527,2020-COMBNXT-Weekday-01,41999067-2020-COMBNXT-Weekday-01,Tuggeranong,0,40404,1,1
4-10527,2020-COMBNXT-Weekday-01,41999068-2020-COMBNXT-Weekday-01,Tuggeranong,0,40404,1,1
4-10527,2020-COMBNXT-Weekday-01,41999069-2020-COMBNXT-Weekday-01,Tuggeranong,0,40404,1,1
4-10527,2020-COMBNXT-Weekday-01,41999070-2020-COMBNXT-Weekday-01,Tuggeranong,0,40404,1,1
4-10527,2020-COMBNXT-Weekday-01,41999071-2020-COMBNXT-Weekday-01,Tuggeranong,0,40404,1,1
4-10527,2020-COMBNXT-Weekday-01,41999072-2020-COMBNXT-Weekday-01,Tuggeranong,0,40404,1,1
79-10527,2020-COMBNXT-Weekday-01,41999074-2020-COMBNXT-Weekday-01,Tuggeranong,0,790079,1,1
79-10527,2020-COMBNXT-Weekday-01,41999075-2020-COMBNXT-Weekday-01,Tuggeranong,0,790079,1,1
79-10527,2020-COMBNXT-Weekday-01,41999076-2020-COMBNXT-Weekday-01,Tuggeranong,0,790079,1,1
79-10527,2020-COMBNXT-Weekday-01,41999077-2020-COMBNXT-Weekday-01,Tuggeranong,0,790079,1,1
79-10527,2020-COMBNXT-Weekday-01,41999078-2020-COMBNXT-Weekday-01,Tuggeranong,0,790079,1,1
79-10527,2020-COMBNXT-Weekday-01,41999080-2020-COMBNXT-Weekday-01,Tuggeranong,0,790079,1,1
79-10527,2020-COMBNXT-Weekday-01,41999081-2020-COMBNXT-Weekday-01,Tuggeranong,0,790079,2,0
79-10527,2020-COMBNXT-Weekday-01,41999082-2020-COMBNXT-Weekday-01,Tuggeranong,0,790079,1,1
79-10527,2020-COMBNXT-Weekday-01,41999083-2020-COMBNXT-Weekday-01,Tuggeranong,0,790079,1,1
79-10527,2020-COMBNXT-Weekday-01,41999084-2020-COMBNXT-Weekday-01,Tuggeranong,0,790079,1,1
79-10527,2020-COMBNXT-Weekday-01,41999085-2020-COMBNXT-Weekday-01,Tuggeranong,0,790079,1,1
79-10527,2020-COMBNXT-Weekday-01,41999086-2020-COMBNXT-Weekday-01,Tuggeranong,0,790079,1,1
79-10527,2020-COMBNXT-Weekday-01,41999087-2020-COMBNXT-Weekday-01,Tuggeranong,0,790079,1,1
79-10527,2020-COMBNXT-Weekday-01,41999088-2020-COMBNXT-Weekday-01,Tuggeranong,0,790079,1,1
79-10527,2020-COMBNXT-Weekday-01,41999089-2020-COMBNXT-Weekday-01,Tuggeranong,0,790079,1,1
79-10527,2020-COMBNXT-Weekday-01,41999090-2020-COMBNXT-Weekday-01,Tuggeranong,0,790079,1,1
79-10527,2020-COMBNXT-Weekday-01,41999091-2020-COMBNXT-Weekday-01,Tuggeranong,0,790079,1,1
79-10527,2020-COMBNXT-Weekday-01,41999092-2020-COMBNXT-Weekday-01,Tuggeranong,0,790079,1,1
79-10527,2020-COMBNXT-Weekday-01,41999093-2020-COMBNXT-Weekday-01,Tuggeranong,0,790079,1,1
79-10527,2020-COMBNXT-Weekday-01,41999094-2020-COMBNXT-Weekday-01,Tuggeranong,0,790093,1,1
79-10527,2020-COMBNXT-Weekday-01,41999095-2020-COMBNXT-Weekday-01,Tuggeranong,0,790079,1,1
79-10527,2020-COMBNXT-Weekday-01,41999096-2020-COMBNXT-Weekday-01,Tuggeranong,0,790079,1,1
79-10527,2020-COMBNXT-Weekday-01,41999097-2020-COMBNXT-Weekday-01,Tuggeranong,0,790079,1,1
79-10527,2020-COMBNXT-Weekday-01,41999098-2020-COMBNXT-Weekday-01,Tuggeranong,0,790079,1,1
79-10527,2020-COMBNXT-Weekday-01,41999099-2020-COMBNXT-Weekday-01,Tuggeranong,0,790079,1,1
79-10527,2020-COMBNXT-Weekday-01,41999100-2020-COMBNXT-Weekday-01,Tuggeranong,0,790079,1,1
79-10527,2020-COMBNXT-Weekday-01,41999101-2020-COMBNXT-Weekday-01,Tuggeranong,0,790079,1,1
79-10527,2020-COMBNXT-Weekday-01,41999102-2020-COMBNXT-Weekday-01,Tuggeranong,0,790079,1,1
79-10527,2020-COMBNXT-Weekday-01,41999103-2020-COMBNXT-Weekday-01,Tuggeranong,0,790079,1,1
79-10527,2020-COMBNXT-Weekday-01,41999104-2020-COMBNXT-Weekday-01,Tuggeranong,0,790079,1,1
79-10527,2020-COMBNXT-Weekday-01,41999105-2020-COMBNXT-Weekday-01,Tuggeranong,0,790079,1,1
79-10527,2020-COMBNXT-Weekday-01,41999106-2020-COMBNXT-Weekday-01,Tuggeranong,0,790079,1,1
27-10527,2020-COMBNXT-Weekday-01,41999108-2020-COMBNXT-Weekday-01,Gungahlin Place,0,270179,1,1
27-10527,2020-COMBNXT-Weekday-01,41999109-2020-COMBNXT-Weekday-01,Gungahlin Place,0,270179,1,1
28-10527,2020-COMBNXT-Weekday-01,41999110-2020-COMBNXT-Weekday-01,Gungahlin Place,0,280092,1,1
28-10527,2020-COMBNXT-Weekday-01,41999111-2020-COMBNXT-Weekday-01,Gungahlin Place,0,280092,1,1
27-10527,2020-COMBNXT-Weekday-01,41999112-2020-COMBNXT-Weekday-01,Gungahlin Place,0,270179,1,1
28-10527,2020-COMBNXT-Weekday-01,41999113-2020-COMBNXT-Weekday-01,Gungahlin Place,0,280092,1,1
28-10527,2020-COMBNXT-Weekday-01,41999114-2020-COMBNXT-Weekday-01,Gungahlin Place,0,280092,1,1
78-10527,2020-COMBNXT-Weekday-01,41999117-2020-COMBNXT-Weekday-01,Tuggeranong,0,780086,1,1
79-10527,2020-COMBNXT-Weekday-01,41999118-2020-COMBNXT-Weekday-01,Tuggeranong,0,790079,1,1
59-10527,2020-COMBNXT-Weekday-01,41999119-2020-COMBNXT-Weekday-01,Woden,0,590152,1,1
59-10527,2020-COMBNXT-Weekday-01,41999120-2020-COMBNXT-Weekday-01,Woden,0,590152,1,1
5-10527,2020-COMBNXT-Weekday-01,41999121-2020-COMBNXT-Weekday-01,Lanyon,0,50298,1,1
6-10527,2020-COMBNXT-Weekday-01,41999122-2020-COMBNXT-Weekday-01,Woden,0,60451,1,1
5-10527,2020-COMBNXT-Weekday-01,41999123-2020-COMBNXT-Weekday-01,Lanyon,0,50298,1,1
10-10527,2020-COMBNXT-Weekday-01,41999124-2020-COMBNXT-Weekday-01,Denman Prospect,1,100178,1,1
6-10527,2020-COMBNXT-Weekday-01,41999125-2020-COMBNXT-Weekday-01,Woden,0,60451,1,1
6-10527,2020-COMBNXT-Weekday-01,41999126-2020-COMBNXT-Weekday-01,Woden,0,60451,1,1
59-10527,2020-COMBNXT-Weekday-01,41999127-2020-COMBNXT-Weekday-01,Woden,0,590152,1,1
7-10527,2020-COMBNXT-Weekday-01,41999128-2020-COMBNXT-Weekday-01,Weston Creek,1,70311,1,1
6-10527,2020-COMBNXT-Weekday-01,41999129-2020-COMBNXT-Weekday-01,Woden,0,60451,1,1
5-10527,2020-COMBNXT-Weekday-01,41999130-2020-COMBNXT-Weekday-01,Lanyon,0,50298,1,1
5-10527,2020-COMBNXT-Weekday-01,41999131-2020-COMBNXT-Weekday-01,Lanyon,0,50298,1,1
10-10527,2020-COMBNXT-Weekday-01,41999132-2020-COMBNXT-Weekday-01,Denman Prospect,1,100178,1,1
6-10527,2020-COMBNXT-Weekday-01,41999133-2020-COMBNXT-Weekday-01,Woden,0,60451,1,1
5-10527,2020-COMBNXT-Weekday-01,41999134-2020-COMBNXT-Weekday-01,Lanyon,0,50298,1,1
6-10527,2020-COMBNXT-Weekday-01,41999135-2020-COMBNXT-Weekday-01,Woden,0,60451,1,1
5-10527,2020-COMBNXT-Weekday-01,41999136-2020-COMBNXT-Weekday-01,Lanyon,0,50298,1,1
59-10527,2020-COMBNXT-Weekday-01,41999137-2020-COMBNXT-Weekday-01,Woden,0,590152,1,1
6-10527,2020-COMBNXT-Weekday-01,41999138-2020-COMBNXT-Weekday-01,Woden,0,60451,1,1
59-10527,2020-COMBNXT-Weekday-01,41999139-2020-COMBNXT-Weekday-01,Woden,0,590152,1,1
